ID	SGD	BIND	MIND	DI	maker
BIND_pool_mikado.XVG28.1	0	1	1	1	1
BIND_pool_mikado.XVG285.1	0	1	1	1	0
BIND_pool_mikado.XVG286.1	0	1	1	1	0
BIND_pool_mikado.XVG330.1	0	1	1	1	1
BIND_pool_mikado.XVG345.1	0	1	1	1	0
BIND_pool_mikado.XVG395.1	0	1	1	1	1
BIND_pool_mikado.XVG417.1	0	1	1	1	0
BIND_pool_mikado.XVG424.1	0	1	1	1	0
BIND_pool_mikado.XVG458.1	0	1	1	1	0
BIND_pool_mikado.XVG77.1	0	1	1	1	0
BIND_pool_mikado.XVG79.1	0	1	1	1	0
BIND_pool_mikado.XVIG117.1	0	1	1	1	0
BIND_pool_mikado.XVIG124.1	0	1	1	1	0
BIND_pool_mikado.XVIG156.1	0	1	1	1	0
BIND_pool_mikado.XVIG165.1	0	1	1	1	1
BIND_pool_mikado.XVIG284.1	0	1	1	1	1
BIND_pool_mikado.XVIG29.1	0	1	1	1	0
BIND_pool_mikado.XVIG301.1	0	1	1	1	0
MIND_pool_augustus_masked-IV-processed-gene-8.96-mRNA-1	0	0	1	0	1
MIND_pool_genemark-I-processed-gene-1.336-mRNA-1	0	0	1	0	1
MIND_pool_genemark-VIII-processed-gene-4.73-mRNA-1	0	0	1	0	1
MIND_pool_maker-II-exonerate_protein2genome-gene-5.94-mRNA-1	0	0	1	0	1
MIND_pool_maker-V-exonerate_protein2genome-gene-1.101-mRNA-1	0	0	1	0	1
MIND_pool_maker-VI-exonerate_protein2genome-gene-1.370-mRNA-1	0	0	1	0	1
MIND_pool_maker-VII-exonerate_protein2genome-gene-2.188-mRNA-1	0	0	1	0	1
MIND_pool_maker-VII-exonerate_protein2genome-gene-5.100-mRNA-1	0	0	1	0	1
MIND_pool_maker-VIII-exonerate_est2genome-gene-4.0-mRNA-1	0	0	1	0	1
MIND_pool_maker-VIII-exonerate_protein2genome-gene-3.116-mRNA-1	0	0	1	0	1
MIND_pool_maker-XIII-exonerate_est2genome-gene-0.0-mRNA-1	0	0	1	0	1
MIND_pool_maker-X-snap-gene-0.137-mRNA-1	0	0	1	0	1
MIND_pool_maker-XV-exonerate_est2genome-gene-1.80-mRNA-1	0	0	1	0	1
MIND_pool_snap_masked-XII-processed-gene-2.13-mRNA-1	0	0	1	0	1
